0.0,-45.9654006958,-1601197.0,0.0
0.0012796021,-45.9014205933,-1602740.0,0.0
0.0025592041,-45.8374404907,-1612439.0,0.0
0.0038388062,-45.7734603882,-1622336.0,0.0
0.0051184082,-45.7094802856,-1633027.0,0.0
0.0063980101,-45.6455001831,-1644328.0,0.0
0.0076776124,-45.5815200806,-1655421.0,0.0
0.0089572147,-45.517539978,-1666688.0,0.0
0.0102368165,-45.4535598755,-1677502.0,0.0
0.0115164183,-45.3895797729,-1687206.0,0.0
0.0127960201,-45.3255996704,-1699760.0,0.0
0.0140756229,-45.2616195679,-1712003.0,0.0
0.0153552247,-45.1976394653,-1725414.0,0.0
0.0166348275,-45.1336593628,-1738835.0,0.0
0.0179144293,-45.0696792603,-1752556.0,0.0
0.0191940311,-45.0056991577,-1766355.0,0.0
0.020473633,-44.9417190552,-1780602.0,0.0
0.0217532348,-44.8777389526,-1794722.0,0.0
0.0230328366,-44.8137588501,-1808829.0,0.0
0.0243124384,-44.7497787476,-1823083.0,0.0
0.0255920403,-44.685798645,-1837307.0,0.0
0.026871644,-44.6218185425,-1851543.0,0.0
0.0281512458,-44.5578384399,-1865473.0,0.0
0.0294308476,-44.4938583374,-1879463.0,0.0
0.0307104494,-44.4298782349,-1893074.0,0.0
0.0319900513,-44.3658981323,-1906766.0,0.0
0.033269655,-44.3019180298,-1919999.0,0.0
0.0345492549,-44.2379379272,-1933217.0,0.0
0.0358288586,-44.1739578247,-1946150.0,0.0
0.0371084586,-44.1099777222,-1958952.0,0.0
0.0383880623,-44.0459976196,-1971564.0,0.0
0.0396676622,-43.9820175171,-1983960.0,0.0
0.0409472659,-43.9180374146,-1995118.0,0.0
0.0422268659,-43.854057312,-2005290.0,0.0
0.0435064696,-43.7900772095,-2015801.0,0.0
0.0447860733,-43.7260971069,-2027413.0,0.0
0.0460656732,-43.6621170044,-2038628.0,0.0
0.0473452769,-43.5981369019,-2050367.0,0.0
0.0486248769,-43.5341567993,-2061649.0,0.0
0.0499044806,-43.4701766968,-2072743.0,0.0
0.0511840805,-43.4061965942,-2083955.0,0.0
0.0524636842,-43.3422164917,-2095158.0,0.0
0.0537432879,-43.2782363892,-2106038.0,0.0
0.0550228879,-43.2142562866,-2116912.0,0.0
0.0563024916,-43.1502761841,-2127718.0,0.0
0.0575820915,-43.0862960815,-2138876.0,0.0
0.0588616952,-43.022315979,-2149845.0,0.0
0.0601412952,-42.9583358765,-2161170.0,0.0
0.0614208989,-42.8943557739,-2172275.0,0.0
0.0627005026,-42.8303756714,-2183842.0,0.0
0.0639801025,-42.7663955688,-2195499.0,0.0
0.0652597025,-42.7024154663,-2207505.0,0.0
0.0665393099,-42.6384353638,-2219582.0,0.0
0.0678189099,-42.5744552612,-2232111.0,0.0
0.0690985098,-42.5104751587,-2244696.0,0.0
0.0703781098,-42.4464950562,-2257659.0,0.0
0.0716577172,-42.3825149536,-2270481.0,0.0
0.0729373172,-42.3185348511,-2282758.0,0.0
0.0742169172,-42.2545547485,-2293501.0,0.0
0.0754965246,-42.190574646,-2307149.0,0.0
0.0767761245,-42.1265945435,-2320542.0,0.0
0.0780557245,-42.0626144409,-2334449.0,0.0
0.0793353245,-41.9986343384,-2348109.0,0.0
0.0806149319,-41.9346542358,-2361580.0,0.0
0.0818945318,-41.8706741333,-2374628.0,0.0
0.0831741318,-41.8066940308,-2387541.0,0.0
